id,uid,date,attendance,time_valid,neutral_site,conference_competition,recent,start_date,notes_type,notes_headline,type_id,type_abbreviation,venue_id,venue_full_name,venue_address_city,venue_address_state,venue_capacity,venue_indoor,status_clock,status_display_clock,status_period,status_type_id,status_type_name,status_type_state,status_type_completed,status_type_description,status_type_detail,status_type_short_detail,format_regulation_periods,home_id,home_uid,home_location,home_name,home_abbreviation,home_display_name,home_short_display_name,home_color,home_alternate_color,home_is_active,home_venue_id,home_logo,home_score,home_winner,away_id,away_uid,away_location,away_name,away_abbreviation,away_display_name,away_short_display_name,away_color,away_alternate_color,away_is_active,away_venue_id,away_logo,away_score,away_winner,game_id,season,season_type,game_date_time,game_date,PBP,team_box,player_box
240616005,s:40~l:59~e:240616005~c:240616005,2004-06-17T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2004-06-17T00:00Z,"","",1,STD,,"","","",,,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,63,TRUE,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,50,FALSE,240616005,2004,2,2004-06-17T00:00:00Z,2004-06-16,TRUE,TRUE,TRUE
240615009,s:40~l:59~e:240615009~c:240615009,2004-06-15T23:30Z,0,TRUE,FALSE,FALSE,FALSE,2004-06-15T23:30Z,"","",1,STD,1830,Madison Square Garden,New York,NY,19763,FALSE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,62,FALSE,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,86,TRUE,240615009,2004,2,2004-06-15T23:30:00Z,2004-06-15,TRUE,TRUE,TRUE
240615001,s:40~l:59~e:240615001~c:240615001,2004-06-15T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2004-06-15T23:00Z,"","",1,STD,,"","","",,,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,59,TRUE,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,FALSE,780,"",57,FALSE,240615001,2004,2,2004-06-15T23:00:00Z,2004-06-15,TRUE,TRUE,TRUE
240614006,s:40~l:59~e:240614006~c:240614006,2004-06-15T02:30Z,0,TRUE,FALSE,FALSE,FALSE,2004-06-15T02:30Z,"","",1,STD,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,0,0,3,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,76,TRUE,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,74,FALSE,240614006,2004,2,2004-06-15T02:30:00Z,2004-06-14,TRUE,FALSE,FALSE
240613016,s:40~l:59~e:240613016~c:240613016,2004-06-13T18:00Z,0,TRUE,FALSE,FALSE,FALSE,2004-06-13T18:00Z,"","",1,STD,1823,Capital One Arena,Washington,DC,20362,TRUE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,62,TRUE,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,60,FALSE,240613016,2004,2,2004-06-13T18:00:00Z,2004-06-13,TRUE,TRUE,TRUE
240612013,s:40~l:59~e:240612013~c:240612013,2004-06-13T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2004-06-13T02:00Z,"","",1,STD,,"","","",,,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,76,FALSE,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,83,TRUE,240612013,2004,2,2004-06-13T02:00:00Z,2004-06-12,TRUE,TRUE,TRUE
240612017,s:40~l:59~e:240612017~c:240612017,2004-06-13T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2004-06-13T00:00Z,"","",1,STD,780,AT&T Center,San Antonio,TX,18500,FALSE,0,0,3,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,FALSE,780,"",66,FALSE,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,69,TRUE,240612017,2004,2,2004-06-13T00:00:00Z,2004-06-12,TRUE,TRUE,TRUE
240612003,s:40~l:59~e:240612003~c:240612003,2004-06-12T23:30Z,0,TRUE,FALSE,FALSE,FALSE,2004-06-12T23:30Z,"","",1,STD,3419,The Palace of Auburn Hills,Detroit,MI,22076,FALSE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,FALSE,1911,"",72,TRUE,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,68,FALSE,240612003,2004,2,2004-06-12T23:30:00Z,2004-06-12,TRUE,TRUE,TRUE
240611006,s:40~l:59~e:240611006~c:240611006,2004-06-12T02:30Z,0,TRUE,FALSE,FALSE,FALSE,2004-06-12T02:30Z,"","",1,STD,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,69,TRUE,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,55,FALSE,240611006,2004,2,2004-06-12T02:30:00Z,2004-06-11,TRUE,TRUE,TRUE
240611011,s:40~l:59~e:240611011~c:240611011,2004-06-12T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2004-06-12T02:00Z,"","",1,STD,1949,Footprint Center,Phoenix,AZ,17071,TRUE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,51,FALSE,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,59,TRUE,240611011,2004,2,2004-06-12T02:00:00Z,2004-06-11,TRUE,TRUE,TRUE
240611014,s:40~l:59~e:240611014~c:240611014,2004-06-12T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2004-06-12T02:00Z,"","",1,STD,2184,KeyArena,Seattle,WA,17459,TRUE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,68,TRUE,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,63,FALSE,240611014,2004,2,2004-06-12T02:00:00Z,2004-06-11,TRUE,TRUE,TRUE
240611009,s:40~l:59~e:240611009~c:240611009,2004-06-11T23:30Z,0,TRUE,FALSE,FALSE,FALSE,2004-06-11T23:30Z,"","",1,STD,1830,Madison Square Garden,New York,NY,19763,FALSE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,68,FALSE,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,72,TRUE,240611009,2004,2,2004-06-11T23:30:00Z,2004-06-11,TRUE,TRUE,TRUE
240611016,s:40~l:59~e:240611016~c:240611016,2004-06-11T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2004-06-11T23:00Z,"","",1,STD,1823,Capital One Arena,Washington,DC,20362,TRUE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,60,FALSE,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,FALSE,1911,"",74,TRUE,240611016,2004,2,2004-06-11T23:00:00Z,2004-06-11,TRUE,TRUE,TRUE
240609006,s:40~l:59~e:240609006~c:240609006,2004-06-10T02:30Z,0,TRUE,FALSE,FALSE,FALSE,2004-06-10T02:30Z,"","",1,STD,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,82,TRUE,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,68,FALSE,240609006,2004,2,2004-06-10T02:30:00Z,2004-06-09,TRUE,TRUE,TRUE
240609004,s:40~l:59~e:240609004~c:240609004,2004-06-10T00:30Z,0,TRUE,FALSE,FALSE,FALSE,2004-06-10T00:30Z,"","",1,STD,,"","","",,,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,59,TRUE,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,FALSE,780,"",47,FALSE,240609004,2004,2,2004-06-10T00:30:00Z,2004-06-09,TRUE,TRUE,TRUE
240609005,s:40~l:59~e:240609005~c:240609005,2004-06-10T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2004-06-10T00:00Z,"","",1,STD,,"","","",,,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,79,FALSE,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,FALSE,1911,"",83,TRUE,240609005,2004,2,2004-06-10T00:00:00Z,2004-06-09,TRUE,TRUE,TRUE
240609011,s:40~l:59~e:240609011~c:240609011,2004-06-09T19:00Z,0,TRUE,FALSE,FALSE,FALSE,2004-06-09T19:00Z,"","",1,STD,1949,Footprint Center,Phoenix,AZ,17071,TRUE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,75,TRUE,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,59,FALSE,240609011,2004,2,2004-06-09T19:00:00Z,2004-06-09,TRUE,TRUE,TRUE
240606018,s:40~l:59~e:240606018~c:240606018,2004-06-06T20:00Z,0,TRUE,FALSE,FALSE,FALSE,2004-06-06T20:00Z,"","",1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000,TRUE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,73,FALSE,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,FALSE,1911,"",74,TRUE,240606018,2004,2,2004-06-06T20:00:00Z,2004-06-06,TRUE,TRUE,TRUE
240605013,s:40~l:59~e:240605013~c:240605013,2004-06-06T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2004-06-06T02:00Z,"","",1,STD,,"","","",,,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,63,FALSE,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,65,TRUE,240605013,2004,2,2004-06-06T02:00:00Z,2004-06-05,TRUE,TRUE,TRUE
240605005,s:40~l:59~e:240605005~c:240605005,2004-06-06T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2004-06-06T00:00Z,"","",1,STD,,"","","",,,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,70,TRUE,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,57,FALSE,240605005,2004,2,2004-06-06T00:00:00Z,2004-06-05,TRUE,FALSE,FALSE
240605008,s:40~l:59~e:240605008~c:240605008,2004-06-06T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2004-06-06T00:00Z,"","",1,STD,2029,Target Center,Minneapolis,MN,19006,FALSE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,76,TRUE,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,68,FALSE,240605008,2004,2,2004-06-06T00:00:00Z,2004-06-05,TRUE,TRUE,TRUE
240605017,s:40~l:59~e:240605017~c:240605017,2004-06-06T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2004-06-06T00:00Z,"","",1,STD,780,AT&T Center,San Antonio,TX,18500,FALSE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,FALSE,780,"",57,FALSE,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,62,TRUE,240605017,2004,2,2004-06-06T00:00:00Z,2004-06-05,TRUE,TRUE,TRUE
240605004,s:40~l:59~e:240605004~c:240605004,2004-06-05T20:00Z,0,TRUE,FALSE,FALSE,FALSE,2004-06-05T20:00Z,"","",1,STD,,"","","",,,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,75,TRUE,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,71,FALSE,240605004,2004,2,2004-06-05T20:00:00Z,2004-06-05,TRUE,TRUE,TRUE
240604016,s:40~l:59~e:240604016~c:240604016,2004-06-04T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2004-06-04T23:00Z,"","",1,STD,1823,Capital One Arena,Washington,DC,20362,TRUE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,63,FALSE,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,72,TRUE,240604016,2004,2,2004-06-04T23:00:00Z,2004-06-04,TRUE,FALSE,FALSE
240603014,s:40~l:59~e:240603014~c:240603014,2004-06-04T02:30Z,0,TRUE,FALSE,FALSE,FALSE,2004-06-04T02:30Z,"","",1,STD,2184,KeyArena,Seattle,WA,17459,TRUE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,72,TRUE,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,45,FALSE,240603014,2004,2,2004-06-04T02:30:00Z,2004-06-03,TRUE,TRUE,TRUE
240603004,s:40~l:59~e:240603004~c:240603004,2004-06-04T00:30Z,0,TRUE,FALSE,FALSE,FALSE,2004-06-04T00:30Z,"","",1,STD,,"","","",,,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,62,FALSE,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,71,TRUE,240603004,2004,2,2004-06-04T00:30:00Z,2004-06-03,TRUE,TRUE,TRUE
240603008,s:40~l:59~e:240603008~c:240603008,2004-06-04T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2004-06-04T00:00Z,"","",1,STD,2029,Target Center,Minneapolis,MN,19006,FALSE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,55,TRUE,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,FALSE,780,"",47,FALSE,240603008,2004,2,2004-06-04T00:00:00Z,2004-06-03,TRUE,TRUE,TRUE
240603018,s:40~l:59~e:240603018~c:240603018,2004-06-03T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2004-06-03T23:00Z,"","",1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000,TRUE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,71,TRUE,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,62,FALSE,240603018,2004,2,2004-06-03T23:00:00Z,2004-06-03,TRUE,TRUE,TRUE
240603013,s:40~l:59~e:240603013~c:240603013,2004-06-03T04:00Z,0,TRUE,FALSE,FALSE,FALSE,2004-06-03T04:00Z,"","",1,STD,,"","","",,,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,68,TRUE,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,51,FALSE,240603013,2004,2,2004-06-03T04:00:00Z,2004-06-03,TRUE,FALSE,FALSE
240602003,s:40~l:59~e:240602003~c:240602003,2004-06-02T15:30Z,0,TRUE,FALSE,FALSE,FALSE,2004-06-02T15:30Z,"","",1,STD,3419,The Palace of Auburn Hills,Detroit,MI,22076,FALSE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,FALSE,1911,"",63,FALSE,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,65,TRUE,240602003,2004,2,2004-06-02T15:30:00Z,2004-06-02,TRUE,TRUE,TRUE
240601006,s:40~l:59~e:240601006~c:240601006,2004-06-02T02:30Z,0,TRUE,FALSE,FALSE,FALSE,2004-06-02T02:30Z,"","",1,STD,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,73,TRUE,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,70,FALSE,240601006,2004,2,2004-06-02T02:30:00Z,2004-06-01,TRUE,TRUE,TRUE
240601011,s:40~l:59~e:240601011~c:240601011,2004-06-02T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2004-06-02T02:00Z,"","",1,STD,1949,Footprint Center,Phoenix,AZ,17071,TRUE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,73,TRUE,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,63,FALSE,240601011,2004,2,2004-06-02T02:00:00Z,2004-06-01,TRUE,TRUE,TRUE
240601017,s:40~l:59~e:240601017~c:240601017,2004-06-02T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2004-06-02T00:00Z,"","",1,STD,780,AT&T Center,San Antonio,TX,18500,FALSE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,FALSE,780,"",60,FALSE,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,79,TRUE,240601017,2004,2,2004-06-02T00:00:00Z,2004-06-01,TRUE,TRUE,TRUE
240601001,s:40~l:59~e:240601001~c:240601001,2004-06-01T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2004-06-01T23:00Z,"","",1,STD,,"","","",,,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,53,FALSE,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,63,TRUE,240601001,2004,2,2004-06-01T23:00:00Z,2004-06-01,TRUE,TRUE,TRUE
240530008,s:40~l:59~e:240530008~c:240530008,2004-05-30T22:00Z,0,TRUE,FALSE,FALSE,FALSE,2004-05-30T22:00Z,"","",1,STD,2029,Target Center,Minneapolis,MN,19006,FALSE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,64,FALSE,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,68,TRUE,240530008,2004,2,2004-05-30T22:00:00Z,2004-05-30,TRUE,TRUE,TRUE
240530004,s:40~l:59~e:240530004~c:240530004,2004-05-30T20:00Z,0,TRUE,FALSE,FALSE,FALSE,2004-05-30T20:00Z,"","",1,STD,,"","","",,,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,63,TRUE,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,57,FALSE,240530004,2004,2,2004-05-30T20:00:00Z,2004-05-30,TRUE,TRUE,TRUE
240529003,s:40~l:59~e:240529003~c:240529003,2004-05-29T20:00Z,0,TRUE,FALSE,FALSE,FALSE,2004-05-29T20:00Z,"","",1,STD,3419,The Palace of Auburn Hills,Detroit,MI,22076,FALSE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,FALSE,1911,"",60,FALSE,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,63,TRUE,240529003,2004,2,2004-05-29T20:00:00Z,2004-05-29,TRUE,TRUE,TRUE
